,labels,scores,rule_A1_B2_Rule_B,rule_PA1_B1_Rule_I,rule_B1_P2_Rule_F,rule_B2andP2_PP2andPS1_Rule_O,rule_A1_B2_Rule_A,rule_A1_B2_Rule_F,rule_H1andS1_PB1andPB2_Rule_O,rule_H1_Rule_M,rule_H2_A1_Rule_T,rule_B2_H2_Rule_A,rule_P1_Rule_M,rule_A1_B2_Rule_T,rule_B2andH1_PB2andPH1_Rule_O,rule_P1_Rule_R,rule_B2_H2_Rule_B,rule_B1_P2_Rule_A,rule_B1_P2_Rule_B,rule_B2_H2_Rule_F,rule_H1_P2_Rule_T,rule_PP2_Rule_R,rule_B1_H2_Rule_F,rule_PP2_Rule_M,rule_B1_H2_Rule_A,rule_A1_Y_Rule_B,rule_B1_H2_Rule_B,rule_A1_Y_Rule_A,rule_A1andH1_PA1andPA2_Rule_O,rule_PA2_B1_Rule_I,rule_A1_Y_Rule_F,rule_P2_Rule_NI,rule_H1_P2_Rule_B,rule_H1_P2_Rule_A,rule_H1_P2_Rule_F,rule_H2andS1_PP2andPS1_Rule_O,rule_H2andP2_PP1andPP2_Rule_O,rule_LeakyTerminators_Rule_L,rule_PIn2_B2_Rule_I,rule_H2_Y_Rule_T,rule_PIn2_S1_Rule_I,rule_PB2_Rule_M,rule_A1_P2_Rule_A,rule_A1_P2_Rule_B,rule_S1_H1_Rule_T,rule_PB2_Rule_R,rule_B1_B2_Rule_B,rule_B1_B2_Rule_A,rule_A1_P2_Rule_F,rule_H1andH2_PIn2andPA1_Rule_O,rule_B1andH1_PS1andPIn1_Rule_O,rule_B2andH2_PH1andPP1_Rule_O,rule_B1_B2_Rule_F,rule_H1_H2_Rule_A,rule_H1_H2_Rule_B,rule_PIn2_Rule_R,rule_B1andB2_PP2andPS1_Rule_O,rule_H1_H2_Rule_F,rule_PIn2_Rule_M,rule_A1_P2_Rule_T,rule_P2andS1_PA2andPB1_Rule_O,rule_P2_B1_Rule_T,rule_H2_P2_Rule_A,rule_PIn2_H1_Rule_I,rule_H2_P2_Rule_B,rule_PA1_Rule_R,rule_A1_S1_Rule_T,rule_H2_P2_Rule_F,rule_PA1_P1_Rule_I,rule_PA1_Rule_M,rule_H2_P2_Rule_T,rule_H1andP2_PA2andPB1_Rule_O,rule_PA1_S1_Rule_I,rule_P2andY_PB1andPB2_Rule_O,rule_H2andP1_PH1andPP1_Rule_O,rule_A1_H2_Rule_T,rule_P2_H2_Rule_T,rule_P1_P2_Rule_B,rule_P1_P2_Rule_A,rule_P1_P2_Rule_F,rule_Rule_S,rule_A1_H2_Rule_F,rule_A1_Rule_NI,rule_A1_H2_Rule_B,rule_PromoterRoadBlocking_Rule_P,rule_PA2_Y_Rule_I,rule_A1andP2_PB2andPH1_Rule_O,rule_B2_Y_Rule_A,rule_B2_Y_Rule_B,rule_P1_P2_Rule_T,rule_Rule_E,rule_A1_H2_Rule_A,rule_A1_P1_Rule_T,rule_B2_Y_Rule_F,rule_Y_Rule_NI,rule_H1andP1_PA1andPA2_Rule_O,rule_PIn1_B1_Rule_I,rule_B1_Rule_M,rule_PIn2_H2_Rule_I,rule_P2_A1_Rule_T,rule_H2_B2_Rule_T,rule_B1_Rule_R,rule_H1_Rule_NI,rule_P1_H2_Rule_T,rule_PIn1_Y_Rule_I,rule_H2_Y_Rule_A,rule_H2_Y_Rule_B,rule_PA1_H1_Rule_I,rule_S1_A1_Rule_T,rule_PA1_Y_Rule_I,rule_S1_B2_Rule_T,rule_PIn2_P1_Rule_I,rule_H2_Y_Rule_F,rule_P1_Y_Rule_B,rule_S1andY_PB2andPH1_Rule_O,rule_P1_Y_Rule_F,rule_PA2_H1_Rule_I,rule_PIn1_H1_Rule_I,rule_H2andY_PS1andPIn1_Rule_O,rule_PIn2_B1_Rule_I,rule_PB1_Rule_M,rule_B2andY_PIn1andPIn2_Rule_O,rule_P1_B1_Rule_T,rule_Verification,rule_S1_Rule_R,rule_P1_Y_Rule_T,rule_PB1_Rule_R,rule_PA2_P1_Rule_I,rule_S1_Rule_M,rule_Y_Rule_R,rule_PIn1_P1_Rule_I,rule_Y_Rule_M,rule_PA2_S1_Rule_I,rule_PIn1_S1_Rule_I,rule_H1_Rule_R,rule_1_Rule_misc,rule_P1_Y_Rule_A,rule_B1_P1_Rule_B,rule_H2_P1_Rule_T,rule_A1_B1_Rule_B,rule_A1_B1_Rule_A,rule_B1_P1_Rule_F,rule_PA1_B2_Rule_I,rule_A1_B1_Rule_F,rule_H1_Y_Rule_T,rule_H2_P1_Rule_F,rule_H2_Rule_M,rule_B2_S1_Rule_A,rule_H2_P1_Rule_B,rule_A1_B1_Rule_T,rule_H2_P1_Rule_A,rule_P2_Rule_M,rule_B2_S1_Rule_B,rule_P2_Rule_R,rule_H1andY_PB2andPH1_Rule_O,rule_B2_H1_Rule_A,rule_B2_S1_Rule_F,rule_B2_H1_Rule_B,rule_B2_H1_Rule_F,rule_B1_P1_Rule_A,rule_B2_P1_Rule_F,rule_H1_Y_Rule_B,rule_B2_P1_Rule_B,rule_B2_P1_Rule_A,rule_H1_Y_Rule_F,rule_P2_B2_Rule_T,rule_PA2_Rule_R,rule_H2_Rule_R,rule_H1_Y_Rule_A,rule_B1andS1_PA2andPB1_Rule_O,rule_B2andS1_PS1andPIn1_Rule_O,rule_PA2_Rule_M,rule_PB1_Rule_NI,rule_B1andP2_PA1andPA2_Rule_O,rule_PB2_H2_Rule_I,rule_P1andY_PA1andPA2_Rule_O,rule_PH1_Rule_R,rule_P1_S1_Rule_T,rule_PA1_A1_Rule_I,rule_PH1_Rule_M,rule_B1_S1_Rule_F,rule_PIn1_H2_Rule_I,rule_H2_S1_Rule_T,rule_B1_S1_Rule_A,rule_B1_S1_Rule_B,rule_P1_B2_Rule_T,rule_PA2_H2_Rule_I,rule_P1_S1_Rule_B,rule_P1_S1_Rule_A,rule_PS1_Rule_M,rule_0_Rule_misc,rule_P1_S1_Rule_F,rule_PP1_Rule_R,rule_B1_H1_Rule_F,rule_H2_S1_Rule_A,rule_H2_S1_Rule_B,rule_PP1_Rule_M,rule_B1_H1_Rule_B,rule_PS1_Rule_R,rule_P1_H1_Rule_T,rule_B1_H1_Rule_A,rule_A1_P1_Rule_F,rule_P2_Y_Rule_F,rule_P1andS1_PIn2andPA1_Rule_O,rule_H2_H1_Rule_T,rule_A1_P1_Rule_B,rule_A1_P1_Rule_A,rule_PB1_A1_Rule_I,rule_P2_Y_Rule_T,rule_PIn2_P2_Rule_I,rule_H2_S1_Rule_F,rule_P1_A1_Rule_T,rule_A1_H1_Rule_T,rule_PIn2_A1_Rule_I,rule_P2_H1_Rule_T,rule_B2andP1_PP1andPP2_Rule_O,rule_B1andY_PB1andPB2_Rule_O,rule_A1_H1_Rule_B,rule_A1_H1_Rule_A,rule_A1_S1_Rule_F,rule_A1_H1_Rule_F,rule_P2_Y_Rule_B,rule_P2_Y_Rule_A,rule_A1_S1_Rule_B,rule_A1_S1_Rule_A,rule_PIn2_Rule_NI,rule_PP2_Rule_NI,rule_A1andY_PP1andPP2_Rule_O,rule_PIn2_Y_Rule_I,rule_S1_Rule_NI,rule_PA1_P2_Rule_I,rule_P2_P1_Rule_T,rule_A1andB1_PIn1andPIn2_Rule_O,rule_B1_Rule_NI,rule_P1andP2_PIn1andPIn2_Rule_O,rule_H1_S1_Rule_A,rule_H1_S1_Rule_B,rule_B1_Y_Rule_F,rule_B1_Y_Rule_B,rule_B1_Y_Rule_A,rule_B1andH2_PIn1andPIn2_Rule_O,rule_PIn1_P2_Rule_I,rule_H1_S1_Rule_T,rule_PIn1_Rule_R,rule_H1_S1_Rule_F,rule_PA2_P2_Rule_I,rule_PIn1_Rule_M,rule_B1andP1_PIn2andPA1_Rule_O,rule_PA2_A1_Rule_I,rule_P2_S1_Rule_T,rule_B2_P2_Rule_F,rule_PIn1_B2_Rule_I,rule_PIn1_A1_Rule_I,rule_B2_Rule_M,rule_B2_P2_Rule_B,rule_H1_P1_Rule_T,rule_B2_Rule_R,rule_S1_Y_Rule_F,rule_PA1_H2_Rule_I,rule_A1andB2_PIn2andPA1_Rule_O,rule_S1_Y_Rule_A,rule_S1_Y_Rule_B,rule_H2_B1_Rule_T,rule_PA2_B2_Rule_I,rule_H1_P1_Rule_B,rule_A1andP1_PB1andPB2_Rule_O,rule_P1_Rule_NI,rule_P2_S1_Rule_F,rule_H1_P1_Rule_A,rule_H1_P1_Rule_F,rule_A1_Rule_R,rule_B2_P2_Rule_A,rule_A1andS1_PH1andPP1_Rule_O,rule_A1_Rule_M,rule_P2_S1_Rule_A,rule_S1_B1_Rule_T,rule_A1andH2_PA2andPB1_Rule_O,rule_P2_S1_Rule_B
ml_design_667,0,-0.5862871,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ml_design_323,0,-0.5861098,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ml_design_1236,0,-0.5860459000000001,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ml_design_1364,0,-0.5858843,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ml_design_1563,0,-0.5856563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
ml_design_290,0,-0.5854809,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ml_design_697,0,-0.5854702,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
ml_design_1224,0,-0.5854356,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
ml_design_766,0,-0.58538324,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
ml_design_926,0,-0.5852973500000002,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ml_design_817,0,-0.5852239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
ml_design_1238,0,-0.58519626,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
ml_design_617,0,-0.5850413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
ml_design_1758,0,-0.5850274999999999,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
ml_design_842,0,-0.5848701,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
ml_design_1050,0,-0.5847539,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
